"The book of the genealogy of Jesus Christ , the son of David, the son of Abraham.",ܟܬܒܐ ܕܝܠܝܕܘܬܗ ܕܝܫܘܥ ܡܫܝܚܐ ܒܪܗ ܕܕܘܝܕ ܒܪܗ ܕܐܒܪܗܡ
"To redeem them that were under the law, that we might receive the adoption of sons.",ܕܠܐܝܠܝܢ ܕܬܚܝܬ ܢܡܘܤܐ ܐܢܘܢ ܢܙܒܢ ܘܢܩܒܠ ܤܝܡܬ ܒܢܝܐ
"And because ye are sons, God hath sent forth the Spirit of his Son into your hearts, crying, Abba, Father.",ܘܕܐܝܬܝܟܘܢ ܕܝܢ ܒܢܝܐ ܫܕܪ ܐܠܗܐ ܪܘܚܐ ܕܒܪܗ ܠܠܒܘܬܟܘܢ ܗܝ ܕܩܪܝܐ ܐܒܐ ܐܒܘܢ
"Wherefore thou art no more a servant, but a son; and if a son, then an heir of God through Christ.",ܡܟܝܠ ܠܐ ܗܘܝܬܘܢ ܥܒܕܐ ܐܠܐ ܒܢܝܐ ܘܐܢ ܒܢܝܐ ܐܦ ܝܪܬܐ ܕܐܠܗܐ ܒܝܕ ܝܫܘܥ ܡܫܝܚܐ
"Howbeit then, when ye knew not God, ye did service unto them which by nature are no gods.",ܗܝܕܝܢ ܓܝܪ ܟܕ ܠܐ ܝܕܥܝܢ ܗܘܝܬܘܢ ܠܐܠܗܐ ܦܠܚܬܘܢ ܠܗܢܘܢ ܕܡܢ ܟܝܢܗܘܢ ܠܐ ܗܘܘ ܐܠܗܐ
"But now, after that ye have known God, or rather are known of God, how turn ye again to the weak and beggarly elements, whereunto ye desire again to be in bondage?",ܗܫܐ ܕܝܢ ܕܝܕܥܬܘܢ ܠܐܠܗܐ ܘܝܬܝܪܐܝܬ ܕܐܬܝܕܥܬܘܢ ܡܢ ܐܠܗܐ ܬܘܒ ܗܦܟܬܘܢ ܠܟܘܢ ܥܠ ܗܢܘܢ ܐܤܛܘܟܤܐ ܡܪܥܐ ܘܡܤܟܢܐ ܘܡܢ ܕܪܝܫ ܨܒܝܬܘܢ ܠܡܫܬܥܒܕܘ ܠܗܘܢ
"Ye observe days, and months, and times, and years.",ܝܘܡܐ ܘܝܪܚܐ ܘܙܒܢܐ ܘܫܢܝܐ ܢܛܪܝܬܘܢ
"I am afraid of you, lest I have bestowed upon you labour in vain.",ܕܚܠ ܐܢܐ ܕܠܡܐ ܤܪܝܩܐܝܬ ܠܐܝܬ ܒܟܘܢ
"Brethren, I beseech you, be as I am; for I am as ye are: ye have not injured me at all.",ܗܘܘ ܐܟܘܬܝ ܡܛܠ ܕܐܦ ܐܢܐ ܐܟܘܬܟܘܢ ܗܘܝܬ ܐܚܝ ܒܥܐ ܐܢܐ ܡܢܟܘܢ ܠܐ ܡܕܡ ܐܤܟܠܬܘܢ ܒܝ
Ye know how through infirmity of the flesh I preached the gospel unto you at the first.,ܝܕܥܝܢ ܐܢܬܘܢ ܓܝܪ ܕܒܟܪܝܗܘܬ ܒܤܪܝ ܤܒܪܬܟܘܢ ܗܘܝܬ ܡܢ ܩܕܝܡ
"And my temptation which was in my flesh ye despised not, nor rejected; but received me as an angel of God, even as Christ Jesus.",ܘܢܤܝܘܢܐ ܕܒܤܪܝ ܠܐ ܫܛܬܘܢ ܘܠܐ ܢܕܬܘܢ ܐܠܐ ܐܝܟ ܕܠܡܠܐܟܐ ܕܐܠܗܐ ܩܒܠܬܘܢܢܝ ܘܐܝܟ ܕܠܝܫܘܥ ܡܫܝܚܐ
"Where is then the blessedness ye spake of? for I bear you record, that, if it had been possible, ye would have plucked out your own eyes, and have given them to me.",ܐܝܟܘ ܗܟܝܠ ܛܘܒܟܘܢ ܤܗܕ ܐܢܐ ܓܝܪ ܥܠܝܟܘܢ ܕܐܠܘ ܡܫܟܚܐ ܗܘܬ ܥܝܢܝܟܘܢ ܚܨܝܢ ܗܘܝܬܘܢ ܘܝܗܒܝܢ ܠܝ
"Am I therefore become your enemy, because I tell you the truth?",ܕܠܡܐ ܒܥܠܕܒܒܐ ܗܘܝܬ ܠܟܘܢ ܕܐܟܪܙܬ ܠܟܘܢ ܫܪܪܐ
"They zealously affect you, but not well; yea, they would exclude you, that ye might affect them.",ܚܤܡܝܢ ܒܟܘܢ ܠܐ ܗܘܐ ܠܫܦܝܪܬܐ ܐܠܐ ܠܡܚܒܫܟܘܢ ܗܘ ܨܒܝܢ ܕܐܢܬܘܢ ܬܗܘܘܢ ܚܤܡܝܢ ܒܗܘܢ
"But it is good to be zealously affected always in a good thing, and not only when I am present with you.",ܫܦܝܪ ܗܘ ܕܝܢ ܕܬܬܚܤܡܘܢ ܒܫܦܝܪܬܐ ܒܟܠܙܒܢ ܘܠܐ ܐܡܬܝ ܕܠܘܬܟܘܢ ܐܢܐ ܒܠܚܘܕ
"My little children, of whom I travail in birth again until Christ be formed in you,",ܒܢܝ ܐܝܠܝܢ ܕܡܢ ܕܪܝܫ ܡܚܒܠ ܐܢܐ ܥܕܡܐ ܕܢܬܬܨܝܪ ܒܟܘܢ ܡܫܝܚܐ
"I desire to be present with you now, and to change my voice; for I stand in doubt of you.",ܨܒܐ ܗܘܝܬ ܕܝܢ ܕܐܗܘܐ ܠܘܬܟܘܢ ܗܫܐ ܘܐܫܚܠܦ ܒܪܬ ܩܠܝ ܡܛܠ ܕܬܡܝܗ ܐܢܐ ܒܟܘܢ
"Tell me, ye that desire to be under the law, do ye not hear the law?",ܐܡܪܘ ܠܝ ܐܢܬܘܢ ܐܝܠܝܢ ܕܨܒܝܢ ܕܢܗܘܘܢ ܬܚܝܬ ܢܡܘܤܐ ܠܗ ܠܢܡܘܤܐ ܠܐ ܫܡܥܝܢ ܐܢܬܘܢ
"For it is written, that Abraham had two sons, the one by a bondmaid, the other by a freewoman.",ܟܬܝܒ ܓܝܪ ܕܠܐܒܪܗܡ ܬܪܝܢ ܒܢܝܢ ܗܘܘ ܠܗ ܚܕ ܡܢ ܐܡܬܐ ܘܚܕ ܡܢ ܚܐܪܬܐ
But he who was of the bondwoman was born after the flesh; but he of the freewoman was by promise.,ܐܠܐ ܗܘ ܕܡܢ ܐܡܬܐ ܒܒܤܪ ܐܬܝܠܕ ܗܘ ܕܝܢ ܕܡܢ ܚܐܪܬܐ ܒܡܘܠܟܢܐ ܗܘܐ
"Which things are an allegory: for these are the two covenants; the one from the mount Sinai, which gendereth to bondage, which is Agar.",ܗܠܝܢ ܕܝܢ ܐܝܬܝܗܝܢ ܦܠܐܬܐ ܕܬܪܬܝܢ ܕܝܬܩܤ ܚܕܐ ܕܡܢ ܛܘܪ ܤܝܢܝ ܝܠܕܐ ܠܥܒܕܘܬܐ ܕܐܝܬܝܗ ܗܓܪ
"For this Agar is mount Sinai in Arabia, and answereth to Jerusalem which now is, and is in bondage with her children.",ܗܓܪ ܓܝܪ ܛܘܪܐ ܗܘ ܕܤܝܢܝ ܕܒܐܪܒܝܐ ܘܫܠܡܐ ܠܗܕܐ ܐܘܪܫܠܡ ܘܦܠܚܐ ܥܒܕܘܬܐ ܗܝ ܘܒܢܝܗ
"But Jerusalem which is above is free, which is the mother of us all.",ܗܝ ܕܝܢ ܐܘܪܫܠܡ ܥܠܝܬܐ ܚܐܪܬܐ ܗܝ ܕܐܝܬܝܗ ܐܡܢ
"For it is written, Rejoice, thou barren that bearest not; break forth and cry, thou that travailest not: for the desolate hath many more children than she which hath an husband.",ܟܬܝܒ ܓܝܪ ܕܐܬܒܤܡܝ ܥܩܪܬܐ ܗܝ ܕܠܐ ܝܠܕܐ ܘܐܬܦܨܚܝ ܘܓܥܝ ܗܝ ܕܠܐ ܡܚܒܠܐ ܡܛܠ ܕܤܓܝܘ ܒܢܝܗ ܕܨܕܝܬܐ ܝܬܝܪ ܡܢ ܒܢܝܗ ܕܒܥܝܠܬܐ
"Now we, brethren, as Isaac was, are the children of promise.",ܚܢܢ ܕܝܢ ܐܚܝ ܐܝܟ ܐܝܤܚܩ ܒܢܝ ܡܘܠܟܢܐ ܚܢܢ
"But as then he that was born after the flesh persecuted him that was born after the Spirit, even so it is now.",ܘܐܝܟ ܕܗܝܕܝܢ ܗܘ ܕܝܠܝܕ ܗܘܐ ܒܒܤܪܐ ܪܕܦ ܗܘܐ ܠܗܘ ܕܒܪܘܚܐ ܗܟܢܐ ܐܦ ܗܫܐ
Nevertheless what saith the scripture? Cast out the bondwoman and her son: for the son of the bondwoman shall not be heir with the son of the freewoman.,ܐܠܐ ܡܢܐ ܐܡܪ ܟܬܒܐ ܐܦܩܝܗ ܠܐܡܬܐ ܘܠܒܪܗ ܡܛܠ ܕܠܐ ܢܐܪܬ ܒܪܗ ܕܐܡܬܐ ܥܡ ܒܪܗ ܕܚܐܪܬܐ
"So then, brethren, we are not children of the bondwoman, but of the free.",ܚܢܢ ܗܟܝܠ ܐܚܝ ܠܐ ܗܘܝܢ ܒܢܝ ܐܡܬܐ ܐܠܐ ܒܢܝ ܚܐܪܬܐ
"Stand fast therefore in the liberty wherewith Christ hath made us free, and be not entangled again with the yoke of bondage.",ܩܘܡܘ ܗܟܝܠ ܒܚܐܪܘܬܐ ܗܝ ܕܡܫܝܚܐ ܚܪܪܢ ܘܠܐ ܬܬܟܕܢܘܢ ܬܘܒ ܒܢܝܪܐ ܕܥܒܕܘܬܐ
"Behold, I Paul say unto you, that if ye be circumcised, Christ shall profit you nothing.",ܗܐ ܐܢܐ ܦܘܠܘܤ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܐܢ ܬܬܓܙܪܘܢ ܡܫܝܚܐ ܡܕܡ ܠܐ ܡܗܢܐ ܠܟܘܢ
"For I testify again to every man that is circumcised, that he is a debtor to do the whole law.",ܡܤܗܕ ܐܢܐ ܕܝܢ ܬܘܒ ܠܟܠ ܒܪܢܫ ܕܡܬܓܙܪ ܕܚܝܒ ܗܘ ܕܟܠܗ ܢܡܘܤܐ ܢܥܒܕ
"Christ is become of no effect unto you, whosoever of you are justified by the law; ye are fallen from grace.",ܐܬܒܛܠܬܘܢ ܠܟܘܢ ܡܢ ܡܫܝܚܐ ܐܝܠܝܢ ܕܒܢܡܘܤܐ ܡܙܕܕܩܝܬܘܢ ܘܡܢ ܛܝܒܘܬܐ ܢܦܠܬܘܢ
For we through the Spirit wait for the hope of righteousness by faith.,ܚܢܢ ܓܝܪ ܒܪܘܚܐ ܕܡܢ ܗܝܡܢܘܬܐ ܠܤܒܪܐ ܕܙܕܝܩܘܬܐ ܡܩܘܝܢܢ
"For in Jesus Christ neither circumcision availeth anything, nor uncircumcision; but faith which worketh by love.",ܒܡܫܝܚܐ ܓܝܪ ܝܫܘܥ ܠܐ ܓܙܘܪܬܐ ܡܕܡ ܐܝܬܝܗ ܘܠܐ ܥܘܪܠܘܬܐ ܐܠܐ ܗܝܡܢܘܬܐ ܕܡܬܓܡܪܐ ܒܚܘܒܐ
Ye did run well; who did hinder you that ye should not obey the truth?,ܫܦܝܪ ܪܗܛܝܢ ܗܘܝܬܘܢ ܡܢܘ ܕܘܕܟܘܢ ܕܠܫܪܪܐ ܠܐ ܬܬܛܦܝܤܘܢ
This persuasion cometh not of him that calleth you.,ܦܝܤܟܘܢ ܠܐ ܗܘܐ ܡܢ ܗܘ ܕܩܪܟܘܢ
A little leaven leaveneth the whole lump.,ܚܡܝܪܐ ܩܠܝܠ ܟܠܗ ܓܒܝܠܬܐ ܡܚܡܥ
"I have confidence in you through the Lord, that ye will be none otherwise minded: but he that troubleth you shall bear his judgment, whosoever he be.",ܐܢܐ ܬܟܝܠ ܐܢܐ ܥܠܝܟܘܢ ܒܡܪܢ ܕܡܕܡ ܐܚܪܝܢ ܠܐ ܡܬܪܥܝܬܘܢ ܘܐܝܢܐ ܕܕܠܚ ܠܟܘܢ ܗܘ ܢܤܝܒܪܝܘܗܝ ܠܕܝܢܐ ܡܢ ܕܐܝܬܘܗܝ
"And I, brethren, if I yet preach circumcision, why do I yet suffer persecution? then is the offence of the cross ceased.",ܐܢܐ ܕܝܢ ܐܚܝ ܐܠܘ ܥܕܟܝܠ ܓܙܘܪܬܐ ܡܟܪܙ ܗܘܝܬ ܠܡܢܐ ܡܬܪܕܦ ܗܘܝܬ ܕܠܡܐ ܐܬܒܛܠ ܠܗ ܟܫܠܗ ܕܙܩܝܦܐ
I would they were even cut off which trouble you.,ܐܫܬܘܦ ܕܝܢ ܐܦ ܡܦܤܩ ܢܦܤܩܘܢ ܗܢܘܢ ܕܕܠܚܝܢ ܠܟܘܢ
"For, brethren, ye have been called unto liberty; only use not liberty for an occasion to the flesh, but by love serve one another.",ܐܢܬܘܢ ܕܝܢ ܠܚܐܪܘܬܐ ܗܘ ܐܬܩܪܝܬܘܢ ܐܚܝ ܒܠܚܘܕ ܠܐ ܬܗܘܐ ܚܐܪܘܬܟܘܢ ܠܥܠܬ ܒܤܪܐ ܐܠܐ ܒܚܘܒܐ ܗܘܝܬܘܢ ܡܫܬܥܒܕܝܢ ܚܕ ܠܚܕ
"For all the law is fulfilled in one word, even in this; Thou shalt love thy neighbour as thyself.",ܟܠܗ ܓܝܪ ܢܡܘܤܐ ܒܚܕܐ ܡܠܬܐ ܡܬܡܠܐ ܒܗܝ ܕܬܚܒ ܠܩܪܝܒܟ ܐܝܟ ܢܦܫܟ
"But if ye bite and devour one another, take heed that ye be not consumed one of another.",ܐܢ ܕܝܢ ܚܕ ܠܚܕ ܡܢܟܬܝܬܘܢ ܘܐܟܠܝܬܘܢ ܚܙܘ ܕܠܡܐ ܚܕ ܡܢ ܚܕ ܬܤܘܦܘܢ
"This I say then, Walk in the Spirit, and ye shall not fulful the lust of the flesh.",ܐܡܪ ܐܢܐ ܕܝܢ ܕܒܪܘܚܐ ܗܘܝܬܘܢ ܡܗܠܟܝܢ ܘܪܓܬܐ ܕܒܤܪܐ ܠܐ ܡܢ ܡܬܘܡ ܬܥܒܕܘܢ
"For the flesh lusteth against the Spirit, and the Spirit against the flesh: and these are contrary the one to the other: so that ye cannot do the things that ye would.",ܒܤܪܐ ܓܝܪ ܪܐܓ ܡܕܡ ܕܢܟܐ ܠܪܘܚܐ ܘܪܘܚܐ ܪܓܐ ܡܕܡ ܕܢܟܐ ܠܒܤܪܐ ܘܬܪܝܗܘܢ ܤܩܘܒܠܐ ܐܢܘܢ ܚܕ ܕܚܕ ܕܠܐ ܡܕܡ ܕܨܒܝܬܘܢ ܬܗܘܘܢ ܥܒܕܝܢ
"But if ye be led of the Spirit, ye are not under the law.",ܐܢ ܕܝܢ ܒܪܘܚܐ ܡܬܕܒܪܝܢ ܐܢܬܘܢ ܠܐ ܗܘܝܬܘܢ ܬܚܝܬ ܢܡܘܤܐ
"Now the works of the flesh are manifest, which are these; Adultery, fornication, uncleanness, lasciviousness,",ܝܕܝܥܝܢ ܐܢܘܢ ܓܝܪ ܥܒܕܘܗܝ ܕܒܤܪܐ ܕܐܝܬܝܗܘܢ ܙܢܝܘܬܐ ܛܢܦܘܬܐ ܨܚܢܘܬܐ
"Idolatry, witchcraft, hatred, variance, emulations, wrath, strife, seditions, heresies,",ܦܘܠܚܢܐ ܕܦܬܟܪܐ ܚܪܫܘܬܐ ܒܥܠܕܒܒܘܬܐ ܚܪܝܢܐ ܛܢܢܐ ܚܡܬܐ ܥܨܝܢܐ ܦܠܓܘܬܐ ܤܕܩܐ
"Envyings, murders, drunkenness, revellings, and such like: of the which I tell you before, as I have also told you in time past, that they which do such things shall not inherit the kingdom of God.",ܚܤܡܐ ܩܛܠܐ ܪܘܝܘܬܐ ܙܡܪܐ ܘܟܠ ܕܠܗܠܝܢ ܕܡܝܢ ܘܐܝܠܝܢ ܕܗܠܝܢ ܤܥܪܝܢ ܐܝܟ ܕܡܢ ܠܘܩܕܡ ܐܡܪܬ ܠܟܘܢ ܐܦ ܗܫܐ ܐܡܪ ܐܢܐ ܕܡܠܟܘܬܗ ܕܐܠܗܐ ܠܐ ܝܪܬܝܢ
"But the fruit of the Spirit is love, joy, peace, longsuffering, gentleness, goodness, faith,",ܦܐܪܐ ܕܝܢ ܕܪܘܚܐ ܐܝܬܝܗܘܢ ܚܘܒܐ ܚܕܘܬܐ ܫܠܡܐ ܡܓܪܬ ܪܘܚܐ ܒܤܝܡܘܬܐ ܛܒܘܬܐ ܗܝܡܢܘܬܐ
"Meekness, temperance: against such there is no law.",ܡܟܝܟܘܬܐ ܡܤܝܒܪܢܘܬܐ ܥܠ ܗܠܝܢ ܢܡܘܤܐ ܠܐ ܤܝܡ
And they that are Christ's have crucified the flesh with the affections and lusts.,ܐܝܠܝܢ ܕܝܢ ܕܕܡܫܝܚܐ ܐܢܘܢ ܒܤܪܗܘܢ ܙܩܦܘ ܥܡ ܟܠܗܘܢ ܟܐܒܘܗܝ ܘܪܓܝܓܬܗ
"If we live in the Spirit, let us also walk in the Spirit.",ܢܚܐ ܗܟܝܠ ܒܪܘܚܐ ܘܠܪܘܚܐ ܢܫܠܡ
"Let us not be desirous of vain glory, provoking one another, envying one another.",ܘܠܐ ܢܗܘܐ ܤܪܝܩܝ ܫܘܒܚܐ ܕܡܩܠܝܢ ܚܕ ܥܠ ܚܕ ܘܚܤܡܝܢ ܚܕ ܒܚܕ
"Brethren, if a man be overtaken in a fault, ye which are spiritual, restore such an one in the spirit of meekness; considering thyself, lest thou also be tempted.",ܐܚܝ ܐܢ ܐܢܫ ܡܢܟܘܢ ܢܬܩܕܡ ܒܤܟܠܘܬܐ ܐܢܬܘܢ ܐܝܠܝܢ ܕܒܪܘܚ ܐܢܬܘܢ ܐܬܩܢܘܗܝ ܒܪܘܚܐ ܡܟܝܟܬܐ ܘܗܘܝܬܘܢ ܙܗܝܪܝܢ ܕܕܠܡܐ ܐܦ ܐܢܬܘܢ ܬܬܢܤܘܢ
"Bear ye one another's burdens, and so fulfil the law of Christ.",ܘܛܥܢܘ ܝܘܩܪܐ ܕܚܕܕܐ ܕܗܟܢܐ ܡܡܠܝܬܘܢ ܢܡܘܤܗ ܕܡܫܝܚܐ
"For if a man think himself to be something, when he is nothing, he deceiveth himself.",ܐܢ ܓܝܪ ܐܢܫ ܤܒܪ ܕܐܝܬܘܗܝ ܡܕܡ ܟܕ ܠܐ ܐܝܬܘܗܝ ܢܦܫܗ ܡܛܥܐ
"But let every man prove his own work, and then shall he have rejoicing in himself alone, and not in another.",ܐܠܐ ܐܢܫ ܥܒܕܗ ܢܗܘܐ ܒܩܐ ܘܗܝܕܝܢ ܒܝܢܘܗܝ ܠܢܦܫܗ ܢܗܘܐ ܫܘܒܗܪܗ ܘܠܐ ܒܐܚܪܢܐ
For every man shall bear his own burden.,ܟܠܢܫ ܓܝܪ ܡܘܒܠܐ ܕܢܦܫܗ ܢܫܩܘܠ
Let him that is taught in the word communicate unto him that teacheth in all good things.,ܢܫܬܘܬܦ ܕܝܢ ܗܘ ܕܫܡܥ ܡܠܬܐ ܠܗܘ ܡܢ ܕܡܫܡܥ ܠܗ ܒܟܠܗܝܢ ܛܒܬܐ
"Be not deceived; God is not mocked: for whatsoever a man soweth, that shall he also reap.",ܠܐ ܬܛܥܘܢ ܐܠܗܐ ܠܐ ܡܬܒܙܚ ܡܕܡ ܕܙܪܥ ܓܝܪ ܒܪ ܐܢܫܐ ܗܘ ܗܘ ܚܨܕ
For he that soweth to his flesh shall of the flesh reap corruption; but he that soweth to the Spirit shall of the Spirit reap life everlasting.,ܡܢ ܕܒܒܤܪ ܙܪܥ ܡܢ ܒܤܪܐ ܚܒܠܐ ܗܘ ܚܨܕ ܘܡܢ ܕܒܪܘܚ ܙܪܥ ܡܢ ܪܘܚܐ ܚܝܐ ܕܠܥܠܡ ܢܚܨܘܕ
"And let us not be weary in well doing: for in due season we shall reap, if we faint not.",ܘܟܕ ܥܒܕܝܢܢ ܕܛܒ ܠܐ ܗܘܬ ܡܐܢܐ ܠܢ ܢܗܘܐ ܓܝܪ ܙܒܢܐ ܕܢܚܨܘܕ ܘܠܐ ܬܡܐܢ ܠܢ
"As we have therefore opportunity, let us do good unto all men, especially unto them who are of the household of faith.",ܗܫܐ ܗܟܝܠ ܥܕ ܙܒܢܐ ܐܝܬ ܠܢ ܢܦܠܘܚ ܛܒܬܐ ܠܘܬ ܟܠܢܫ ܝܬܝܪܐܝܬ ܠܘܬ ܒܢܝ ܒܝܬܐ ܕܗܝܡܢܘܬܐ
Ye see how large a letter I have written unto you with mine own hand.,ܚܙܘ ܐܝܠܝܢ ܟܬܝܒܢ ܟܬܒܬ ܠܟܘܢ ܒܐܝܕܝ
"As many as desire to make a fair shew in the flesh, they constrain you to be circumcised; only lest they should suffer persecution for the cross of Christ.",ܐܝܠܝܢ ܕܨܒܝܢ ܕܢܫܬܒܗܪܘܢ ܒܒܤܪܐ ܗܢܘܢ ܐܠܨܝܢ ܠܟܘܢ ܕܬܬܓܙܪܘܢ ܕܒܠܚܘܕ ܒܙܩܝܦܗ ܕܡܫܝܚܐ ܠܐ ܢܬܪܕܦܘܢ
"For neither they themselves who are circumcised keep the law; but desire to have you circumcised, that they may glory in your flesh.",ܐܦܠܐ ܓܝܪ ܗܢܘܢ ܗܠܝܢ ܕܓܙܪܝܢ ܢܛܪܝܢ ܢܡܘܤܐ ܐܠܐ ܨܒܝܢ ܕܬܬܓܙܪܘܢ ܕܒܒܤܪܟܘܢ ܕܝܠܟܘܢ ܢܫܬܒܗܪܘܢ
"But God forbid that I should glory, save in the cross of our Lord Jesus Christ, by whom the world is crucified unto me, and I unto the world.",ܠܝ ܕܝܢ ܠܐ ܢܗܘܐ ܠܝ ܕܐܫܬܒܗܪ ܐܠܐ ܒܙܩܝܦܗ ܕܡܪܢ ܝܫܘܥ ܡܫܝܚܐ ܕܒܗ ܥܠܡܐ ܙܩܝܦ ܠܝ ܘܐܢܐ ܙܩܝܦ ܐܢܐ ܠܥܠܡܐ
"For in Christ Jesus neither circumcision availeth anything, nor uncircumcision, but a new creature.",ܠܐ ܓܝܪ ܓܙܘܪܬܐ ܐܝܬܝܗ ܡܕܡ ܘܠܐ ܥܘܪܠܘܬܐ ܐܠܐ ܒܪܝܬܐ ܚܕܬܐ
"And as many as walk according to this rule, peace be on them, and mercy, and upon the Israel of God.",ܘܐܝܠܝܢ ܕܠܗܢܐ ܫܒܝܠܐ ܫܠܡܝܢ ܫܠܡܐ ܢܗܘܐ ܥܠܝܗܘܢ ܘܪܚܡܐ ܘܥܠ ܐܝܤܪܝܠ ܕܐܠܗܐ
From henceforth let no man trouble me: for I bear in my body the marks of the Lord Jesus.,ܡܟܝܠ ܠܝ ܐܢܫ ܥܡܠܐ ܠܐ ܢܪܡܐ ܐܢܐ ܓܝܪ ܟܘܬܡܬܗ ܕܡܪܢ ܝܫܘܥ ܒܦܓܪܝ ܫܩܝܠ ܐܢܐ
"Brethren, the grace of our Lord Jesus Christ be with your spirit. Amen.",ܛܝܒܘܬܗ ܕܡܪܢ ܝܫܘܥ ܡܫܝܚܐ ܥܡ ܪܘܚܟܘܢ ܐܚܝ ܐܡܝܢ
"Paul, an apostle of Jesus Christ by the will of God, to the saints which are at Ephesus, and to the faithful in Christ Jesus:",ܦܘܠܘܤ ܫܠܝܚܐ ܕܝܫܘܥ ܡܫܝܚܐ ܒܨܒܝܢܗ ܕܐܠܗܐ ܠܐܝܠܝܢ ܕܐܝܬܝܗܘܢ ܒܐܦܤܘܤ ܩܕܝܫܐ ܘܡܗܝܡܢܐ ܒܝܫܘܥ ܡܫܝܚܐ
"Grace be to you, and peace, from God our Father, and from the Lord Jesus Christ.",ܫܠܡܐ ܥܡܟܘܢ ܘܛܝܒܘܬܐ ܡܢ ܐܠܗܐ ܐܒܘܢ ܘܡܢ ܡܪܢ ܝܫܘܥ ܡܫܝܚܐ
"Blessed be the God and Father of our Lord Jesus Christ, who hath blessed us with all spiritual blessings in heavenly places in Christ:",ܡܒܪܟ ܗܘ ܐܠܗܐ ܐܒܘܗܝ ܕܡܪܢ ܝܫܘܥ ܡܫܝܚܐ ܗܘ ܕܒܪܟܢ ܒܟܠ ܒܘܪܟܢ ܕܪܘܚ ܒܫܡܝܐ ܒܡܫܝܚܐ
"According as he hath chosen us in him before the foundation of the world, that we should be holy and without blame before him in love:",ܐܝܟܢܐ ܕܩܕܡ ܓܒܢ ܒܗ ܡܢ ܩܕܡ ܬܪܡܝܬܗ ܕܥܠܡܐ ܕܢܗܘܐ ܩܕܝܫܐ ܘܕܠܐ ܡܘܡ ܩܕܡܘܗܝ ܘܒܚܘܒܐ ܩܕܡ ܪܫܡܢ ܠܗ
"Having predestinated us unto the adoption of children by Jesus Christ to himself, according to the good pleasure of his will,",ܘܤܡܢ ܠܒܢܝܐ ܒܝܫܘܥ ܡܫܝܚܐ ܐܝܟ ܕܫܦܪ ܠܨܒܝܢܗ
"To the praise of the glory of his grace, wherein he hath made us accepted in the beloved.",ܕܢܫܬܒܚ ܫܘܒܚܐ ܕܛܝܒܘܬܗ ܗܘ ܕܐܫܦܥ ܥܠܝܢ ܒܝܕ ܚܒܝܒܗ
"In whom we have redemption through his blood, the forgiveness of sins, according to the riches of his grace;",ܕܒܗ ܐܝܬ ܠܢ ܦܘܪܩܢܐ ܘܒܕܡܗ ܫܘܒܩܢܐ ܕܚܛܗܐ ܐܝܟ ܥܘܬܪܐ ܕܛܝܒܘܬܗ
Wherein he hath abounded toward us in all wisdom and prudence;,ܗܝ ܕܐܬܝܬܪܬ ܒܢ ܒܟܠ ܚܟܡܐ ܘܒܟܠ ܤܘܟܠ
"Having made known unto us the mystery of his will, according to his good pleasure which he hath purposed in himself:",ܘܐܘܕܥܢ ܐܪܙܐ ܕܨܒܝܢܗ ܗܘ ܕܩܕܡ ܗܘܐ ܤܡ ܕܢܤܥܘܪ ܒܗ
"That in the dispensation of the fulness of times he might gather together in one all things in Christ, both which are in heaven, and which are on earth; even in him:",ܠܡܕܒܪܢܘܬܐ ܕܡܘܠܝܗܘܢ ܕܙܒܢܐ ܕܟܠܡܕܡ ܡܢ ܕܪܝܫ ܢܬܚܕܬ ܒܡܫܝܚܐ ܕܒܫܡܝܐ ܘܒܐܪܥܐ
"In whom also we have obtained an inheritance, being predestinated according to the purpose of him who worketh all things after the counsel of his own will:",ܘܒܗ ܚܢܢ ܐܬܓܒܝܢ ܐܝܟ ܕܩܕܡ ܪܫܡܢ ܘܨܒܐ ܗܘ ܕܟܠ ܤܥܪ ܐܝܟ ܬܪܥܝܬܐ ܕܨܒܝܢܗ
"That we should be to the praise of his glory, who first trusted in Christ.",ܕܢܗܘܐ ܚܢܢ ܐܝܠܝܢ ܕܩܕܡܢ ܤܒܪܢ ܒܡܫܝܚܐ ܠܗܕܪܐ ܕܬܫܒܘܚܬܗ
"In whom ye also trusted, after that ye heard the word of truth, the gospel of your salvation: in whom also after that ye believed, ye were sealed with that holy Spirit of promise,",ܕܐܦ ܐܢܬܘܢ ܒܗ ܫܡܥܬܘܢ ܡܠܬܐ ܕܩܘܫܬܐ ܕܐܝܬܝܗ ܤܒܪܬܐ ܕܚܝܝܟܘܢ ܘܒܗ ܗܝܡܢܬܘܢ ܘܐܬܚܬܡܬܘܢ ܒܪܘܚܐ ܕܩܘܕܫܐ ܕܡܠܝܟܐ ܗܘܬ
"Which is the earnest of our inheritance until the redemption of the purchased possession, unto the praise of his glory.",ܗܝ ܕܐܝܬܝܗ ܪܗܒܘܢܐ ܕܝܪܬܘܬܢ ܠܦܘܪܩܢܐ ܕܐܝܠܝܢ ܕܚܐܝܢ ܘܠܫܘܒܚܐ ܕܐܝܩܪܗ
